a,b,c,d,e,f,g,h,i,j,class
0.669,0.686,0.542,0.633,0.204,0.038,0.955,0.688,0.399,0.194,0
0.555,0.601,0.278,0.955,0.05,0.989,0.492,0.797,0.321,0.533,1
0.25,0.826,0.583,0.351,0.08,0.074,0.851,0.443,0.911,0.689,1
0.537,0.694,0.059,0.639,0.368,0.612,0.015,0.331,0.115,0.285,1
0.159,0.857,0.057,0.269,0.898,0.021,0.956,0.544,0.738,0.738,1
0.206,0.885,0.308,0.693,0.79,0.346,0.183,0.787,0.601,0.798,0
0.652,0.344,0.069,0.924,0.355,0.325,0.799,0.621,0.995,0.307,0
0.099,0.88,0.381,0.966,0.188,0.737,0.002,0.975,0.466,0.752,1
0.127,0.814,0.525,0.402,0.632,0.371,0.699,0.805,0.465,0.553,0
0.958,0.589,0.541,0.798,0.179,0.439,0.728,0.028,0.373,0.315,1
0.099,0.953,0.516,0.001,0.991,0.319,0.549,0.407,0.211,0.036,0
0.164,0.797,0.196,0.576,0.003,0.324,0.111,0.04,0.94,0.8,1
0.914,0.456,0.308,0.538,0.914,0.467,0.908,0.514,0.875,0.133,1
0.463,0.769,0.085,0.693,0.885,0.342,0.696,0.218,0.333,0.303,1
0.198,0.865,0.436,0.202,0.263,0.153,0.868,0.796,0.871,0.955,1
0.08,0.977,0.29,0.102,0.952,0.69,0.885,0.572,0.124,0.413,1
0.525,0.092,0.424,0.961,0.845,0.963,0.446,0.108,0.175,0.077,0
0.845,0.537,0.708,0.665,0.674,0.083,0.586,0.582,0.204,0.576,0
0.511,0.825,0.53,0.597,0.382,0.109,0.978,0.426,1.0,0.879,0
0.368,0.353,0.553,0.189,0.768,0.269,0.432,0.216,0.825,0.609,0
0.038,0.605,0.013,0.684,0.185,0.757,0.652,0.146,0.981,0.298,0
0.11,0.168,0.985,0.675,0.92,0.08,0.089,0.634,0.435,0.852,0
0.775,0.992,0.472,0.81,0.548,0.464,0.442,0.168,0.579,0.061,1
0.831,0.92,0.299,0.015,0.414,0.602,0.479,0.459,0.228,0.851,0
0.434,0.847,0.587,0.727,0.676,0.061,0.345,0.346,0.788,0.704,1
0.854,0.007,0.645,0.581,0.812,0.219,0.37,0.321,0.854,0.943,1
0.802,0.086,0.267,0.966,0.81,0.301,0.522,0.474,0.418,0.101,1
0.23,0.844,0.101,0.594,0.511,0.653,0.698,0.799,0.393,0.023,0
0.18,0.555,0.564,0.742,0.326,0.3,0.912,0.272,0.171,0.757,0
0.769,0.474,0.418,0.501,0.751,0.306,0.037,0.023,0.428,0.296,0
0.575,0.041,0.052,0.216,0.523,0.352,0.652,0.439,0.618,0.43,1
0.941,0.33,0.921,0.528,0.889,0.683,0.259,0.456,0.972,0.192,0
0.688,0.482,0.246,0.391,0.932,0.836,0.37,0.598,0.696,0.845,0
0.657,0.4,0.983,0.042,0.327,0.411,0.388,0.503,0.741,0.708,1
0.326,0.386,0.661,0.059,0.241,0.313,0.958,0.408,0.155,0.519,1
0.155,0.09,0.955,0.179,0.436,0.715,0.257,0.282,0.325,0.48,0
0.653,0.312,0.374,0.769,0.216,0.585,0.493,0.68,0.773,0.706,0
0.714,0.887,0.464,0.588,0.435,0.476,0.51,0.725,0.169,0.561,0
0.384,0.033,0.605,0.924,0.19,0.049,0.257,0.647,0.682,0.374,1
0.299,0.345,0.377,0.134,0.351,0.307,0.526,0.607,0.561,0.263,0
0.588,0.311,0.121,0.982,0.514,0.658,0.168,0.741,0.057,0.752,0
0.526,0.884,0.533,0.17,0.333,0.088,0.684,0.312,0.474,0.157,0
0.285,0.851,0.434,0.22,0.953,0.455,0.516,0.749,0.137,0.493,0
0.132,0.448,0.748,0.083,0.215,0.377,0.285,0.486,0.202,0.65,1
0.479,0.652,0.712,0.124,0.224,0.267,0.898,0.813,0.699,0.906,0
0.322,0.46,0.409,0.228,0.412,0.191,0.735,0.06,0.682,0.055,1
0.876,0.879,0.627,0.481,0.623,0.635,0.328,0.203,0.68,0.785,1
0.679,0.103,0.424,0.772,0.188,0.181,0.987,0.704,0.673,0.453,0
0.767,0.319,0.358,0.171,0.467,0.202,0.916,0.93,0.988,0.886,1
0.53,0.061,0.517,0.58,0.88,0.828,0.576,0.924,0.693,0.556,0
0.683,0.228,0.706,0.202,0.441,0.157,0.538,0.773,0.304,0.784,1
0.108,0.159,0.964,0.076,0.064,0.751,0.986,0.664,0.425,0.544,1
0.382,0.238,0.798,0.103,0.488,0.331,0.33,0.342,0.602,0.372,0
0.426,0.256,0.226,0.297,0.398,0.574,0.64,0.535,0.097,0.841,0
0.371,0.45,0.314,0.426,0.111,0.098,0.874,0.167,0.816,0.548,0
0.623,0.815,0.501,0.289,0.809,0.035,0.975,0.993,0.388,0.024,1
0.287,0.621,0.726,0.717,0.812,0.834,0.444,0.329,0.591,0.851,1
0.229,0.794,0.306,0.164,0.807,0.779,0.543,0.104,0.561,0.608,1
0.563,0.012,0.912,0.607,0.364,0.094,0.018,0.111,0.194,0.846,0
0.864,0.686,0.993,0.472,0.183,0.731,0.14,0.897,0.858,0.68,0
0.886,0.563,0.598,0.414,0.301,0.115,0.777,0.277,0.222,0.701,0
0.967,0.691,0.282,0.321,0.483,0.734,0.501,0.686,0.506,0.639,0
0.371,0.347,0.598,0.705,0.842,0.098,0.283,0.663,0.713,0.849,0
0.969,0.166,0.648,0.596,0.208,0.948,0.892,0.752,0.962,0.053,0
0.523,0.246,0.725,0.978,0.782,0.572,0.928,0.018,0.701,0.343,1
0.188,0.317,0.501,0.291,0.852,0.509,0.768,0.491,0.612,0.693,0
0.818,0.443,0.435,0.642,0.708,0.994,0.377,0.506,0.6,0.284,0
0.727,0.374,0.174,0.43,0.347,0.889,0.928,0.376,0.412,0.224,0
0.094,0.24,0.274,0.884,0.65,0.447,0.774,0.012,0.104,0.352,0
0.596,0.77,0.693,0.183,0.388,0.136,0.832,0.115,0.905,0.547,1
0.503,0.144,0.731,0.974,0.056,0.804,0.53,0.361,0.703,0.424,1
0.577,0.807,0.511,0.061,0.882,0.497,0.387,0.812,0.719,0.831,1
0.356,0.64,0.252,0.152,0.099,0.773,0.443,0.097,0.993,0.859,1
0.742,0.936,0.903,0.227,0.589,0.575,0.939,0.212,0.417,0.937,1
0.964,0.277,0.252,0.613,0.211,0.463,0.567,0.983,0.781,0.107,1
0.506,0.725,0.767,0.256,0.686,0.296,0.91,0.737,0.566,0.189,1
0.22,0.688,0.515,0.463,0.299,0.696,0.327,0.32,0.85,0.376,0
0.177,0.518,0.146,0.123,0.511,0.577,0.988,0.16,0.354,0.874,1
0.666,0.782,0.972,0.286,0.579,0.867,0.071,0.882,0.247,0.005,1
0.288,0.004,0.507,0.086,0.726,0.232,0.974,0.34,0.264,0.502,1
0.584,0.632,0.799,0.913,0.203,0.732,0.302,0.93,0.24,0.688,1
0.498,0.887,0.16,0.513,0.772,0.651,0.407,0.687,0.788,0.316,1
0.062,0.868,0.566,0.035,0.427,0.991,0.423,0.916,0.94,0.23,1
0.023,0.919,0.672,0.387,0.232,0.295,0.286,0.851,0.197,0.075,0
0.023,0.34,0.791,0.493,0.342,0.718,0.024,0.734,0.592,0.061,1
0.237,0.042,0.044,0.055,0.06,0.836,0.711,0.846,0.913,0.748,0
0.754,0.594,0.116,0.292,0.766,0.336,0.002,0.514,0.438,0.357,1
0.498,0.359,0.395,0.146,0.334,0.847,0.787,0.523,0.165,0.11,0
0.4,0.282,0.189,0.539,0.788,0.113,0.703,0.534,0.026,0.395,1
0.761,0.564,0.685,0.625,0.334,0.969,0.215,0.369,0.21,0.082,1
0.377,0.454,0.652,0.844,0.943,0.156,0.78,0.318,0.802,0.58,1
0.887,0.819,0.147,0.508,0.796,0.763,0.286,0.809,0.854,0.896,0
0.347,0.577,0.349,0.475,0.375,0.077,0.245,0.659,0.549,0.772,1
0.94,0.154,0.728,0.147,0.397,0.94,0.005,0.546,0.111,0.275,0
0.233,0.496,0.308,0.026,0.546,0.9,0.55,0.881,0.645,0.14,0
0.695,0.222,0.631,0.758,0.306,0.724,0.306,0.339,0.506,0.535,0
0.618,0.002,0.783,0.716,0.627,0.423,1.0,0.994,0.055,0.527,0
0.477,0.437,0.553,0.918,0.782,0.294,0.321,0.212,0.299,0.598,1
0.068,0.17,0.774,0.382,0.855,0.214,0.665,0.211,0.089,0.248,1
0.491,0.518,0.655,0.491,0.559,0.054,0.299,0.461,0.681,0.054,0
0.507,0.108,0.767,0.844,0.096,0.663,0.921,0.013,0.871,0.104,1
0.776,0.45,0.538,0.817,0.182,0.509,0.975,0.933,0.341,0.84,0
0.854,0.58,0.81,0.115,0.918,0.926,0.55,0.597,0.783,0.771,0
0.358,0.764,0.895,0.554,0.019,0.326,0.835,0.855,0.692,0.182,0
0.162,0.683,0.326,0.401,0.054,0.664,0.202,0.48,0.684,0.174,1
0.22,0.555,0.039,0.474,0.977,0.756,0.934,0.982,0.756,0.935,0
0.2,0.66,0.259,0.695,0.328,0.485,0.553,0.991,0.876,0.605,0
0.882,0.185,0.753,0.643,0.443,0.443,0.179,0.292,0.436,0.079,1
0.743,0.008,0.7,0.391,0.112,0.323,0.178,0.232,0.553,0.865,1
0.462,0.232,0.737,0.763,0.788,0.919,0.255,0.096,0.45,0.025,1
0.589,0.166,0.876,0.973,0.549,0.647,0.229,0.463,0.065,0.337,0
0.418,0.04,0.806,0.222,0.715,0.981,0.335,0.766,0.809,0.014,0
0.897,0.557,0.164,0.967,0.336,0.951,0.01,0.426,0.004,0.197,1
0.333,0.422,0.473,0.02,0.305,0.526,0.31,0.063,0.751,0.002,0
0.161,0.633,0.829,0.07,0.661,0.248,0.279,0.417,0.133,0.07,1
0.588,0.096,0.915,0.649,0.252,0.923,0.639,0.34,0.405,0.812,0
0.04,0.612,0.644,0.084,0.888,0.191,0.737,0.642,0.833,0.078,0
0.309,0.037,0.482,0.122,0.266,0.209,0.86,0.008,0.118,0.426,0
0.786,0.798,0.863,0.245,0.668,0.402,0.076,0.877,0.541,0.683,1
0.122,0.242,0.167,0.026,0.755,0.409,0.889,0.589,0.256,0.726,0
0.123,0.834,0.589,0.569,0.645,0.619,0.791,0.302,0.202,0.828,0
0.261,0.641,0.566,0.927,0.056,0.336,0.016,0.631,0.571,0.05,0
0.69,0.338,0.103,0.681,0.518,0.401,0.16,0.262,0.114,0.806,0
0.155,0.229,0.609,0.092,0.839,0.536,0.364,0.418,0.975,0.812,1
0.133,0.4,0.757,0.054,0.03,0.332,0.302,0.5,0.246,0.225,0
0.341,0.976,0.071,0.864,0.485,0.049,0.614,0.726,0.244,0.931,1
0.209,0.449,0.33,0.741,0.17,0.064,0.109,0.229,0.768,0.563,0
0.913,0.906,0.748,0.322,0.994,0.386,0.641,0.865,0.643,0.783,0
0.203,0.504,0.119,0.149,0.182,0.232,0.722,0.844,0.523,0.128,1
0.482,0.806,0.054,0.275,0.155,0.277,0.298,0.232,0.819,0.05,0
0.79,0.811,0.28,0.777,0.585,0.262,0.468,0.679,0.574,0.975,1
0.085,0.757,0.155,0.385,0.743,0.281,0.107,0.36,0.859,0.147,1
0.821,0.892,0.147,0.547,0.948,0.57,0.657,0.905,0.715,0.93,1
0.288,0.634,0.687,0.199,0.471,0.267,0.9,0.953,0.689,0.545,1
0.473,0.357,0.558,0.131,0.125,0.915,0.831,0.5,0.248,0.015,0
0.228,0.587,0.347,0.792,0.669,0.293,0.198,0.612,0.121,0.409,1
0.286,0.444,0.197,0.762,0.381,0.391,0.275,0.147,0.617,0.199,0
0.947,0.417,0.91,0.09,0.546,0.459,0.221,0.696,0.212,0.836,1
0.51,0.404,0.751,0.8,0.324,0.543,0.634,0.181,0.359,0.678,0
0.696,0.031,0.216,0.614,0.124,0.185,0.032,0.715,0.42,0.892,1
0.235,0.338,0.034,0.262,0.285,0.381,0.249,0.999,0.714,0.847,0
0.835,0.94,0.37,0.442,0.279,0.448,0.535,0.816,0.428,0.353,1
0.327,0.019,0.254,0.479,0.127,0.895,0.038,0.844,0.192,0.177,1
0.075,0.19,0.374,0.705,0.62,0.897,0.03,0.749,0.087,0.318,0
0.348,0.631,0.488,0.13,0.512,0.679,0.335,0.603,0.263,0.883,1
0.33,0.273,0.463,0.59,0.067,0.964,0.989,0.596,0.991,0.437,1
0.822,0.977,0.713,0.859,0.706,0.405,0.876,0.043,0.87,0.078,0
0.168,0.153,0.698,0.416,0.76,0.114,0.044,0.897,0.213,0.312,0
0.277,0.975,0.334,0.458,0.994,0.723,0.033,0.636,0.361,0.462,1
0.125,0.738,0.13,0.422,0.142,0.993,0.907,0.873,0.443,0.595,1
0.187,0.093,0.227,0.261,0.123,0.956,0.602,0.495,0.406,0.473,0
0.916,0.467,0.487,0.189,0.907,0.359,0.358,0.512,0.367,0.991,0
0.688,0.669,0.321,0.917,0.235,0.634,0.842,0.919,0.058,0.359,1
0.099,0.196,0.616,0.432,0.555,0.417,0.992,0.15,0.866,0.197,0
0.371,0.956,0.871,0.893,0.574,0.969,0.138,0.694,0.678,0.369,1
0.049,0.358,0.531,0.217,0.014,0.043,0.904,0.133,0.009,0.056,1
0.743,0.534,0.387,0.528,0.16,0.026,0.086,0.739,0.867,0.112,1
0.457,0.011,0.245,0.51,0.774,0.891,0.56,0.985,0.735,0.235,1
0.453,0.085,0.14,0.016,0.332,0.098,0.005,0.735,0.53,0.893,0
0.919,0.49,0.579,0.098,0.781,0.287,0.369,0.635,0.971,0.337,1
0.873,0.477,0.886,0.265,0.277,0.3,0.713,0.024,0.202,0.628,0
0.148,0.539,0.803,0.359,0.998,0.028,0.693,0.45,0.511,0.193,1
0.936,0.631,0.561,0.57,0.653,0.364,0.414,0.035,0.538,0.151,0
0.128,0.651,0.651,0.937,0.222,0.324,0.918,0.284,0.304,0.842,1
0.896,0.16,0.016,0.145,0.776,0.332,0.466,0.081,0.841,0.689,0
0.339,0.36,0.348,0.26,0.834,0.438,0.93,0.976,0.77,0.594,0
0.98,0.308,0.896,0.161,0.073,0.546,0.62,0.244,0.236,0.785,0
0.326,0.101,0.918,0.446,0.98,0.552,0.703,0.835,0.148,0.883,0
0.721,0.961,0.697,0.792,0.102,0.792,0.156,0.795,0.466,0.791,1
0.593,0.425,0.555,0.075,0.592,0.909,0.386,0.545,0.29,0.316,0
0.46,0.793,0.685,0.148,0.62,0.217,0.078,0.059,0.17,0.754,1
0.275,0.693,0.122,0.883,0.409,0.489,0.888,0.886,0.075,0.329,1
0.079,0.418,0.682,0.919,0.863,0.76,0.86,0.854,0.975,0.271,0
0.935,0.289,0.226,0.847,0.65,0.325,0.881,0.675,0.396,0.777,0
0.276,0.872,0.606,0.649,0.082,0.886,0.681,0.512,0.526,0.874,0
0.37,0.586,0.801,0.386,0.93,0.429,0.539,0.124,0.844,0.997,0
0.833,0.158,0.396,0.099,0.517,0.555,0.349,0.122,0.749,0.492,1
0.472,0.184,0.136,0.563,0.033,0.387,0.085,0.84,0.535,0.249,1
0.714,0.044,0.075,0.626,0.032,0.398,0.964,0.666,0.866,0.092,0
0.981,0.633,0.096,0.562,0.47,0.785,0.75,0.896,0.694,0.82,0
0.722,0.239,0.046,0.891,0.293,0.068,0.699,0.572,0.029,0.474,1
0.722,0.553,0.795,0.093,0.988,0.014,0.697,0.018,0.949,0.542,0
0.148,0.047,0.742,0.135,0.164,0.163,0.076,0.848,0.956,0.578,1
0.683,0.225,0.459,0.393,0.101,0.061,0.832,0.545,0.488,0.102,0
0.859,0.745,0.486,0.423,0.214,0.804,0.564,0.621,0.515,0.595,0
0.386,0.607,0.124,0.184,0.792,0.864,0.417,0.82,0.845,0.287,0
0.859,0.967,0.067,0.778,0.107,0.142,0.588,0.386,0.322,0.538,1
0.112,0.44,0.52,0.089,0.765,0.302,0.144,0.766,0.665,0.833,0
0.786,0.21,0.857,0.45,0.803,0.452,0.564,0.042,0.187,0.911,1
0.402,0.845,0.996,0.97,0.987,0.139,0.828,0.782,0.544,0.878,0
0.45,0.838,0.22,0.594,0.342,0.642,0.207,0.693,0.305,0.208,1
0.084,0.783,0.662,0.372,0.044,0.184,0.039,0.757,0.37,0.083,0
0.312,0.855,0.639,0.163,0.545,0.183,0.822,0.108,0.59,0.583,0
0.806,0.235,0.33,0.936,0.882,0.944,0.992,0.045,0.881,0.041,0
0.214,0.708,0.177,0.133,0.697,0.925,0.125,0.013,0.172,0.583,0
0.97,0.228,0.572,0.84,0.678,0.074,0.629,0.447,0.356,0.409,1
0.729,0.202,0.888,0.247,0.431,0.847,0.007,0.449,0.047,0.127,0
0.406,0.011,0.512,0.97,0.042,0.406,0.558,0.876,0.549,0.375,1
0.288,0.345,0.13,0.807,0.399,0.443,0.428,0.668,0.818,0.862,0
0.815,0.14,0.93,0.948,0.375,0.469,0.259,0.896,0.473,0.228,0
0.822,0.536,0.436,0.806,0.303,0.766,0.741,0.021,0.22,0.66,0
0.582,0.922,0.818,0.67,0.628,0.474,0.159,0.055,0.019,0.808,0
0.762,0.807,0.371,0.996,0.785,0.927,0.324,0.901,0.967,0.367,0
0.993,0.704,0.399,0.769,0.118,0.569,0.476,0.46,0.508,0.407,0
0.211,0.43,0.314,0.463,0.485,0.313,0.198,0.812,0.082,0.37,0
0.658,0.512,0.826,0.202,0.455,0.664,0.866,0.708,0.984,0.222,0
0.386,0.45,0.848,0.448,0.999,0.996,0.162,0.842,0.309,0.508,1
0.814,0.048,0.458,0.593,0.953,0.144,0.563,0.095,0.698,0.599,1
0.085,0.236,0.773,0.594,0.667,0.007,0.935,0.015,0.938,0.412,0
0.302,0.537,0.262,0.421,0.758,0.85,0.737,0.934,0.263,0.899,1
0.353,0.393,0.34,0.689,0.199,0.996,0.446,0.254,0.532,0.589,1
0.956,0.128,0.637,0.004,0.013,0.775,0.218,0.732,0.197,0.668,1
0.04,0.959,0.745,0.496,0.156,0.297,0.513,0.968,0.047,0.805,1
0.498,0.242,0.771,0.171,0.793,0.196,0.598,0.87,0.667,0.582,1
0.9,0.07,0.459,0.248,0.998,0.126,0.984,0.292,0.239,0.055,1
0.465,0.615,0.842,0.056,0.466,0.195,0.344,0.817,0.802,0.702,0
0.691,0.06,0.245,0.692,0.754,0.591,0.155,0.576,0.862,0.546,0
0.577,0.97,0.052,0.276,0.563,0.338,0.16,0.667,0.451,0.055,1
0.017,0.233,0.887,0.055,0.098,0.084,0.591,0.54,0.226,0.261,0
0.828,0.416,0.867,0.969,0.377,0.222,0.901,0.353,0.678,0.36,1
0.091,0.516,0.334,0.565,0.655,0.844,0.161,0.803,0.707,0.453,0
0.015,0.911,0.433,0.192,0.813,0.352,1.0,0.76,0.477,0.433,1
0.871,0.502,0.599,0.274,0.687,0.953,0.245,0.707,0.647,0.615,1
0.827,0.778,0.399,0.858,0.308,0.292,0.738,0.47,0.972,0.138,0
0.105,0.8,0.657,0.533,0.221,0.678,0.953,0.392,0.531,0.277,0
0.83,0.291,0.327,0.773,0.195,0.646,0.524,0.884,0.02,0.302,0
0.494,0.117,0.979,0.363,0.073,0.104,0.915,0.442,0.413,0.569,1
0.215,0.45,0.635,0.078,0.274,0.923,0.383,0.114,0.084,0.167,1
0.316,0.289,0.03,0.361,0.401,0.783,0.296,0.508,0.346,0.173,1
0.748,0.598,0.298,0.1,0.224,0.678,0.549,0.542,0.773,0.392,1
0.448,0.89,0.755,0.561,0.845,0.988,0.058,0.335,0.306,0.676,0
0.617,0.312,0.363,0.925,0.605,0.563,0.985,0.493,0.157,0.852,0
0.619,0.365,0.159,0.853,0.647,0.661,0.04,0.48,0.551,0.746,1
0.977,0.006,0.19,0.465,0.18,0.519,0.971,0.089,0.294,0.476,0
0.873,0.602,0.784,0.344,0.848,0.159,0.06,0.605,0.338,0.507,0
0.301,0.229,0.091,0.939,0.073,0.654,0.598,0.214,0.589,0.998,1
0.746,0.931,0.567,0.037,0.252,0.087,0.035,0.955,0.863,0.406,0
0.27,0.622,0.269,0.697,0.463,0.362,0.391,0.076,0.386,0.427,1
0.018,0.467,0.195,0.548,0.253,0.172,0.389,0.452,0.622,0.196,1
0.721,0.347,0.771,0.295,0.851,0.872,0.506,0.071,0.168,0.692,1
0.346,0.369,0.056,0.341,0.13,0.624,0.128,0.584,0.189,0.556,1
0.636,0.254,0.119,0.925,0.762,0.177,0.902,0.871,0.765,0.235,0
0.437,0.165,0.268,0.71,0.45,0.401,0.444,0.796,0.399,0.134,0
0.369,0.111,0.783,0.98,0.613,0.313,0.691,0.344,0.703,0.941,0
0.836,0.129,0.856,0.552,0.955,0.57,0.329,0.987,0.861,0.806,0
0.786,0.409,0.097,0.797,0.479,0.837,0.617,0.602,0.544,0.235,1
0.146,0.759,0.391,0.53,0.729,0.488,0.694,0.199,0.092,0.883,0
0.639,0.299,0.991,0.756,0.665,0.574,0.366,0.84,0.482,0.947,1
0.369,0.977,0.97,0.489,0.272,0.192,0.574,0.689,0.879,0.904,1
0.352,0.529,0.334,0.419,0.856,0.727,0.798,0.572,0.503,0.991,1
0.996,0.083,0.145,0.105,0.129,0.421,0.771,0.787,0.422,0.835,1
0.845,0.582,0.814,0.86,0.465,0.863,0.515,0.214,0.0,0.294,0
0.453,0.794,0.663,0.872,0.801,0.322,0.862,0.059,0.259,0.618,0
0.487,0.907,0.468,0.39,0.06,0.862,0.967,0.624,0.524,0.97,0
0.993,0.987,0.708,0.247,0.07,0.61,0.422,0.017,0.358,0.485,1
0.587,0.032,0.737,0.06,0.65,0.165,0.96,0.546,0.272,0.411,0
0.864,0.125,0.494,0.398,0.271,0.405,0.001,0.784,0.04,0.19,0
0.131,0.423,0.073,0.707,0.795,0.218,0.626,0.906,0.783,0.764,1
0.698,0.086,0.311,0.16,0.582,0.848,0.837,0.887,0.707,0.495,1
0.514,0.93,0.858,0.563,0.19,0.665,0.483,0.556,0.172,0.578,1
0.681,0.012,0.924,0.354,0.464,0.812,0.957,0.449,0.436,0.494,0
0.971,0.083,0.625,0.653,0.246,0.05,0.894,0.372,0.475,0.171,0
0.777,0.037,0.876,0.669,0.612,0.524,0.484,0.002,0.37,0.82,1
0.979,0.094,0.937,0.993,0.195,0.052,0.947,0.867,0.055,0.843,1
0.338,0.153,0.883,0.322,0.44,0.523,0.837,0.191,0.803,0.387,1
0.908,0.332,0.357,0.39,0.909,0.553,0.189,0.537,0.805,0.874,1
0.212,0.915,0.215,0.576,0.414,0.615,0.408,0.038,0.025,0.261,1
0.166,0.217,0.03,0.361,0.539,0.427,0.946,0.453,0.968,0.581,1
0.796,0.466,0.48,0.511,0.952,0.158,0.489,0.974,0.387,0.807,1
0.007,0.394,0.722,0.313,0.031,0.486,0.298,0.128,0.33,0.926,1
0.939,0.13,0.973,0.872,0.53,0.504,0.409,0.614,0.906,0.293,0
0.811,0.358,0.965,0.754,0.75,0.402,0.185,0.132,0.851,0.239,1
0.132,0.218,0.02,0.198,0.386,0.441,0.106,0.611,0.724,0.141,1
0.845,0.77,0.251,0.37,0.645,0.463,0.96,0.236,0.339,0.832,1
0.552,0.874,0.232,0.336,0.032,0.668,0.257,0.626,0.802,0.172,1
0.98,0.766,0.657,0.726,0.297,0.959,0.928,0.599,0.473,0.779,0
0.593,0.731,0.523,0.53,0.803,0.92,0.236,0.565,0.105,0.476,1
0.032,0.472,0.144,0.916,0.598,0.329,0.495,0.81,0.933,0.285,1
0.545,0.186,0.044,1.0,0.829,0.75,0.463,0.657,0.658,0.418,0
0.433,0.678,0.44,0.875,0.895,0.814,0.82,0.578,0.035,0.514,0
0.773,0.076,0.951,0.859,0.78,0.263,0.457,0.566,0.226,0.8,0
0.92,0.171,0.543,0.934,0.028,0.296,0.556,0.31,0.503,0.981,0
0.591,0.702,0.069,0.793,0.496,0.329,0.413,0.692,0.285,0.505,1
0.827,0.723,0.565,0.565,0.306,0.211,0.953,0.381,0.635,0.073,0
0.585,0.792,0.158,0.605,0.373,0.937,0.778,0.335,0.028,0.904,0
0.951,0.929,0.615,0.396,0.612,0.007,0.172,0.894,0.012,0.061,1
0.817,0.366,0.051,0.855,0.106,0.034,0.314,0.149,0.472,0.131,0
0.264,0.984,0.351,0.438,0.767,0.345,0.394,0.754,0.542,0.395,1
0.362,0.31,0.121,0.191,0.089,0.645,0.976,0.537,0.344,0.137,0
0.054,0.032,0.353,0.532,0.522,0.628,0.65,0.525,0.122,0.147,0
0.284,0.305,0.857,0.537,0.33,0.229,0.052,0.438,0.428,0.902,0
0.123,0.616,0.646,0.703,0.321,0.434,0.651,0.197,0.959,0.768,0
0.135,0.83,0.842,0.253,0.045,0.059,0.485,0.999,0.119,0.308,0
0.457,0.178,0.899,0.476,0.841,0.897,0.272,0.253,0.222,0.482,1
0.482,0.899,0.608,0.718,0.831,0.056,0.372,0.852,0.823,0.476,1
0.526,0.58,0.491,0.346,0.888,0.734,0.368,0.548,0.225,0.855,1
0.112,0.462,0.154,0.862,0.379,0.981,0.326,0.279,0.993,0.563,0
0.262,0.693,0.651,0.597,0.615,0.747,0.026,0.832,0.743,0.918,1
0.143,0.175,0.961,0.426,0.388,0.944,0.404,0.692,0.943,0.235,0
0.54,0.823,0.407,0.595,0.773,0.045,0.879,0.238,0.009,0.64,0
0.472,0.555,0.775,0.548,0.646,0.998,0.919,0.49,0.377,0.114,1
0.592,0.317,0.72,0.215,0.645,0.569,0.832,0.204,0.992,0.316,1
0.118,0.607,0.587,0.416,0.627,0.933,0.175,0.276,0.895,0.996,0
0.453,0.172,0.527,0.559,0.725,0.697,0.771,0.454,0.894,0.057,1
0.78,0.695,0.112,0.729,0.422,0.98,0.093,0.027,0.348,0.475,0
0.151,0.557,0.31,0.242,0.314,0.886,0.147,0.327,0.116,0.674,1
0.377,0.333,0.468,0.344,0.389,0.411,0.662,0.615,0.309,0.033,1
0.966,0.947,0.368,0.421,0.32,0.201,0.157,0.054,0.28,0.177,0
0.438,0.991,0.136,0.405,0.507,0.016,0.813,0.237,0.113,0.45,1
0.338,0.548,0.075,0.195,0.961,0.943,0.359,0.392,0.275,0.02,1
0.061,0.501,0.171,0.057,0.36,0.217,0.981,0.258,0.613,0.649,1
0.479,0.314,0.584,0.65,0.717,0.067,0.209,0.877,0.47,0.459,1
0.796,0.53,0.328,0.066,0.204,0.479,0.787,0.882,0.061,0.812,0
0.507,0.358,0.004,0.738,0.487,0.579,0.999,0.977,0.182,0.639,1
0.699,0.763,0.271,0.202,0.209,0.263,0.754,0.779,0.673,0.869,1
0.843,0.228,0.711,0.918,0.337,0.433,0.382,0.617,0.7,0.237,1
0.17,0.587,0.768,0.679,0.744,0.12,0.748,0.822,0.974,0.072,1
0.337,0.488,0.363,0.214,0.517,0.862,0.616,0.776,0.099,0.967,1
0.451,0.414,0.94,0.4,0.325,0.104,0.609,0.543,0.193,0.999,0
0.123,0.173,0.113,0.479,0.463,0.525,0.911,0.207,0.117,0.509,0
0.977,0.831,0.854,0.548,0.482,0.144,0.193,0.254,0.339,0.073,0
0.795,0.915,0.942,0.603,0.806,0.4,0.426,0.229,0.369,0.622,0
0.994,0.775,0.19,0.943,0.489,0.493,0.258,0.491,0.12,0.607,0
0.107,0.595,0.867,0.645,0.175,0.409,0.079,0.767,0.394,0.089,0
0.17,0.815,0.189,0.695,0.491,0.844,0.442,0.129,0.303,0.464,0
0.042,0.011,0.616,0.08,0.707,0.411,0.627,0.937,0.401,0.421,0
0.544,0.187,0.076,0.857,0.832,0.421,0.243,0.501,0.415,0.282,1
0.82,0.756,0.9,0.9,0.815,0.392,0.435,0.292,0.322,0.389,0
0.895,0.152,0.821,0.552,0.048,0.942,0.99,0.786,0.353,0.328,1
0.593,0.635,0.546,0.252,0.05,0.348,0.345,0.913,0.966,0.118,1
0.198,0.657,0.598,0.505,0.556,0.64,0.219,0.197,0.854,0.538,1
0.173,0.421,0.746,0.131,0.85,0.108,0.286,0.054,0.937,0.808,1
